,t0,T1,K1,C1,T2,K2,C2,S0
129,2018-01-10,2018-01-19,1205,52.20331608792032,2018-04-20,1205,84.30868365047004,1254.3299865722656
130,2018-01-10,2018-01-19,1250,19.27862574830129,2018-04-20,1250,58.30557558433019,1254.3299865722656
131,2018-01-10,2018-01-19,1295,3.956893011796485,2018-04-20,1295,38.33858300942828,1254.3299865722656
132,2018-01-10,2018-01-19,1340,0.4022452652051585,2018-04-20,1340,23.95336577689597,1254.3299865722656
133,2018-01-10,2018-01-19,1385,0.019568777888766084,2018-04-20,1385,14.22611340580403,1254.3299865722656
134,2018-01-10,2018-01-19,1430,0.000462167781933036,2018-04-20,1430,8.041514595836036,1254.3299865722656
135,2018-01-10,2018-01-19,1475,5.4994798327116035e-06,2018-04-20,1475,4.334287664754169,1254.3299865722656
136,2018-01-10,2018-01-19,1520,3.451850935615244e-08,2018-04-20,1520,2.2324837131805704,1254.3299865722656
137,2018-01-10,2018-01-19,1565,1.1988804541750017e-10,2018-04-20,1565,1.1015620765517375,1254.3299865722656
138,2018-01-10,2018-01-19,1610,2.4142654039809784e-13,2018-04-20,1610,0.5220170556810997,1254.3299865722656
139,2018-01-10,2018-01-19,1655,2.9463381948161896e-16,2018-04-20,1655,0.2381929624160663,1254.3299865722656
140,2018-01-11,2018-01-19,800,477.06085436818137,2018-04-20,800,481.04903823024307,1276.6799926757812
141,2018-01-11,2018-01-19,845,432.0822778383789,2018-04-20,845,436.2955152084507,1276.6799926757812
142,2018-01-11,2018-01-19,890,387.1037013085764,2018-04-20,890,391.54698329847486,1276.6799926757812
143,2018-01-11,2018-01-19,935,342.1251247787739,2018-04-20,935,346.8255729467536,1276.6799926757812
144,2018-01-11,2018-01-19,980,297.1465482489714,2018-04-20,980,302.2142370315552,1276.6799926757812
145,2018-01-11,2018-01-19,1025,252.1679717191712,2018-04-20,1025,257.948217959334,1276.6799926757812
146,2018-01-11,2018-01-19,1070,207.18939521785575,2018-04-20,1070,214.54452781066965,1276.6799926757812
147,2018-01-11,2018-01-19,1115,162.21085952481417,2018-04-20,1115,172.8989808481823,1276.6799926757812
148,2018-01-11,2018-01-19,1160,117.24153574709426,2018-04-20,1160,134.24499180037728,1276.6799926757812
149,2018-01-11,2018-01-19,1205,72.6902198192669,2018-04-20,1205,99.92119440971405,1276.6799926757812
150,2018-01-11,2018-01-19,1250,32.84569198095178,2018-04-20,1250,71.01923692326777,1276.6799926757812
151,2018-01-11,2018-01-19,1295,8.524639857659606,2018-04-20,1295,48.07655111854434,1276.6799926757812
152,2018-01-11,2018-01-19,1340,1.0465369713491905,2018-04-20,1340,30.95845419241124,1276.6799926757812
153,2018-01-11,2018-01-19,1385,0.05572096964445,2018-04-20,1385,18.961060656763465,1276.6799926757812
154,2018-01-11,2018-01-19,1430,0.001277632099872997,2018-04-20,1430,11.054294762322185,1276.6799926757812
155,2018-01-11,2018-01-19,1475,1.3038919605556416e-05,2018-04-20,1475,6.143668948096368,1276.6799926757812
156,2018-01-11,2018-01-19,1520,6.222775466927584e-08,2018-04-20,1520,3.2613685574766675,1276.6799926757812
157,2018-01-11,2018-01-19,1565,1.4664994123713016e-10,2018-04-20,1565,1.657382698402116,1276.6799926757812
158,2018-01-11,2018-01-19,1610,1.801889385675842e-13,2018-04-20,1610,0.8082447370924576,1276.6799926757812
159,2018-01-11,2018-01-19,1655,1.2158344835828583e-16,2018-04-20,1655,0.3791705759118608,1276.6799926757812
160,2018-01-12,2018-01-19,800,505.51744006224254,2018-04-20,800,509.50589324847533,1305.2000427246094
161,2018-01-12,2018-01-19,845,460.5352936624844,2018-04-20,845,464.7483416000655,1305.2000427246094
162,2018-01-12,2018-01-19,890,415.5531472627262,2018-04-20,890,419.9927528952603,1305.2000427246094
163,2018-01-12,2018-01-19,935,370.5710008629681,2018-04-20,935,375.24924191677115,1305.2000427246094
164,2018-01-12,2018-01-19,980,325.58885446320994,2018-04-20,980,330.5607743276026,1305.2000427246094
165,2018-01-12,2018-01-19,1025,280.60670806345183,2018-04-20,1025,286.06476110536204,1305.2000427246094
166,2018-01-12,2018-01-19,1070,235.6245616636973,2018-04-20,1070,242.10075749723555,1305.2000427246094
167,2018-01-12,2018-01-19,1115,190.64241532361152,2018-04-20,1115,199.33003643437814,1305.2000427246094
168,2018-01-12,2018-01-19,1160,145.66036885760448,2018-04-20,1160,158.78038899097555,1305.2000427246094
169,2018-01-12,2018-01-19,1205,100.70086959140755,2018-04-20,1205,121.72926191213266,1305.2000427246094
170,2018-01-12,2018-01-19,1250,56.64017181325099,2018-04-20,1250,89.42219390857623,1305.2000427246094
171,2018-01-12,2018-01-19,1295,20.58605512992769,2018-04-20,1295,62.73721090126413,1305.2000427246094
172,2018-01-12,2018-01-19,1340,3.6060050232988807,2018-04-20,1340,41.95273410494064,1305.2000427246094
173,2018-01-12,2018-01-19,1385,0.25011586989749457,2018-04-20,1385,26.717357679098054,1305.2000427246094
174,2018-01-12,2018-01-19,1430,0.006437038510393293,2018-04-20,1430,16.2071685794934,1305.2000427246094
175,2018-01-12,2018-01-19,1475,6.233152434394727e-05,2018-04-20,1475,9.374047012992948,1305.2000427246094
176,2018-01-12,2018-01-19,1520,2.384468549160097e-07,2018-04-20,1520,5.177617049433872,1305.2000427246094
177,2018-01-12,2018-01-19,1565,3.831720673910358e-10,2018-04-20,1565,2.7362891533240474,1305.2000427246094
178,2018-01-12,2018-01-19,1610,2.757545132558297e-13,2018-04-20,1610,1.3866757310400564,1305.2000427246094
179,2018-01-12,2018-01-19,1655,9.459484710957133e-17,2018-04-20,1655,0.6754231861604397,1305.2000427246094
180,2018-01-16,2018-01-19,800,505.11385226221904,2018-04-20,800,509.1026188939654,1304.8599243164062
181,2018-01-16,2018-01-19,845,460.128135709171,2018-04-20,845,464.34148362595545,1304.8599243164062
182,2018-01-16,2018-01-19,890,415.1424191561229,2018-04-20,890,419.58211836133233,1304.8599243164062
183,2018-01-16,2018-01-19,935,370.15670260307485,2018-04-20,935,374.833923384547,1304.8599243164062
184,2018-01-16,2018-01-19,980,325.17098605002684,2018-04-20,980,330.13772678850296,1304.8599243164062
185,2018-01-16,2018-01-19,1025,280.1852694969788,2018-04-20,1025,285.6265481838575,1304.8599243164062
186,2018-01-16,2018-01-19,1070,235.19955294393074,2018-04-20,1070,241.6341420106253,1304.8599243164062
187,2018-01-16,2018-01-19,1115,190.2138363918169,2018-04-20,1115,198.81850549193746,1304.8599243164062
188,2018-01-16,2018-01-19,1160,145.2281285005691,2018-04-20,1160,158.2121554718118,1304.8599243164062
189,2018-01-16,2018-01-19,1205,100.24888688035722,2018-04-20,1205,121.10750742252948,1304.8599243164062
190,2018-01-16,2018-01-19,1250,55.820842090228886,2018-04-20,1250,88.77064262703571,1304.8599243164062
191,2018-01-16,2018-01-19,1295,18.837754913302184,2018-04-20,1295,62.09605465104384,1304.8599243164062
192,2018-01-16,2018-01-19,1340,2.5603498076711295,2018-04-20,1340,41.36638156166368,1304.8599243164062
193,2018-01-16,2018-01-19,1385,0.1060879450595293,2018-04-20,1385,26.220744198725072,1304.8599243164062
194,2018-01-16,2018-01-19,1430,0.0012313015826796183,2018-04-20,1430,15.81735266558832,1304.8599243164062
195,2018-01-16,2018-01-19,1475,4.101222235530116e-06,2018-04-20,1475,9.08960367063954,1304.8599243164062
196,2018-01-16,2018-01-19,1520,4.195735835970814e-09,2018-04-20,1520,4.983874877106177,1304.8599243164062
197,2018-01-16,2018-01-19,1565,1.4309102385068395e-12,2018-04-20,1565,2.61254333109764,1304.8599243164062
198,2018-01-16,2018-01-19,1610,1.7687073360820927e-16,2018-04-20,1610,1.3122149302798667,1304.8599243164062
199,2018-01-16,2018-01-19,1655,8.588132626842827e-21,2018-04-20,1655,0.6330227872699005,1304.8599243164062
200,2018-01-17,2018-01-19,800,495.19045351653875,2018-04-20,800,499.1795401334567,1295.0
201,2018-01-17,2018-01-19,845,450.2011665268441,2018-04-20,845,454.4148963918201,1295.0
202,2018-01-17,2018-01-19,890,405.2118795371494,2018-04-20,890,409.65237757901554,1295.0
203,2018-01-17,2018-01-19,935,360.2225925474547,2018-04-20,935,364.9031628202322,1295.0
204,2018-01-17,2018-01-19,980,315.23330555776,2018-04-20,980,320.21521597637286,1295.0
205,2018-01-17,2018-01-19,1025,270.2440185680653,2018-04-20,1025,275.74240356034835,1295.0
206,2018-01-17,2018-01-19,1070,225.25473157837064,2018-04-20,1070,231.86359194234058,1295.0
207,2018-01-17,2018-01-19,1115,180.26544458868753,2018-04-20,1115,189.3090969948634,1295.0
208,2018-01-17,2018-01-19,1160,135.2761586568048,2018-04-20,1160,149.19420109825583,1295.0
209,2018-01-17,2018-01-19,1205,90.29018717413113,2018-04-20,1205,112.86786949707032,1295.0
210,2018-01-17,2018-01-19,1250,45.89615475390423,2018-04-20,1250,81.58908839907885,1295.0
211,2018-01-17,2018-01-19,1295,11.427050019900511,2018-04-20,1295,56.16940832161928,1295.0
212,2018-01-17,2018-01-19,1340,0.7431397641292995,2018-04-20,1340,36.75631460182278,1295.0
213,2018-01-17,2018-01-19,1385,0.0087611763174236,2018-04-20,1385,22.847385990172846,1295.0
214,2018-01-17,2018-01-19,1430,1.7498978778231022e-05,2018-04-20,1430,13.49519418653707,1295.0
215,2018-01-17,2018-01-19,1475,6.328339273553181e-09,2018-04-20,1475,7.583619572626349,1295.0
216,2018-01-17,2018-01-19,1520,4.628835709889717e-13,2018-04-20,1520,4.061591068506572,1295.0
217,2018-01-17,2018-01-19,1565,7.726992894796825e-18,2018-04-20,1565,2.0776455637305085,1295.0
218,2018-01-17,2018-01-19,1610,3.313766331657665e-23,2018-04-20,1610,1.0175003971197873,1295.0
219,2018-01-17,2018-01-19,1655,4.081689625564317e-29,2018-04-20,1655,0.47826256607897893,1295.0
220,2018-01-18,2018-01-19,800,493.4469813736308,2018-04-20,800,497.436382244497,1293.3200073242188
221,2018-01-18,2018-01-19,845,448.45412366391025,2018-04-20,845,452.6681626035706,1293.3200073242188
222,2018-01-18,2018-01-19,890,403.4612659541897,2018-04-20,890,407.90193496123834,1293.3200073242188
223,2018-01-18,2018-01-19,935,358.4684082444691,2018-04-20,935,363.1484497991243,1293.3200073242188
224,2018-01-18,2018-01-19,980,313.47555053474855,2018-04-20,980,318.45467014458734,1293.3200073242188
225,2018-01-18,2018-01-19,1025,268.4826928250279,2018-04-20,1025,273.97340829430107,1293.3200073242188
226,2018-01-18,2018-01-19,1070,223.4898351153074,2018-04-20,1070,230.08499758641102,1293.3200073242188
227,2018-01-18,2018-01-19,1115,178.4969774055868,2018-04-20,1115,187.5280986554932,1293.3200073242188
228,2018-01-18,2018-01-19,1160,133.50411969750851,2018-04-20,1160,147.4356499570564,1293.3200073242188
229,2018-01-18,2018-01-19,1205,88.51143652909728,2018-04-20,1205,111.17934561806673,1293.3200073242188
230,2018-01-18,2018-01-19,1250,43.75545285324929,2018-04-20,1250,80.03506140396786,1293.3200073242188
231,2018-01-18,2018-01-19,1295,8.479767431453439,2018-04-20,1295,54.8145494841191,1293.3200073242188
232,2018-01-18,2018-01-19,1340,0.20944004235591973,2018-04-20,1340,35.645987663898374,1293.3200073242188
233,2018-01-18,2018-01-19,1385,0.00034970582510084584,2018-04-20,1385,21.995355365507724,1293.3200073242188
234,2018-01-18,2018-01-19,1430,3.675376002884448e-08,2018-04-20,1430,12.883480467926448,1293.3200073242188
235,2018-01-18,2018-01-19,1475,2.784792855838753e-13,2018-04-20,1475,7.172213927474551,1293.3200073242188
236,2018-01-18,2018-01-19,1520,1.8380299308054797e-19,2018-04-20,1520,3.801743297032914,1293.3200073242188
237,2018-01-18,2018-01-19,1565,1.2845819028106242e-26,2018-04-20,1565,1.923011837872901,1293.3200073242188
238,2018-01-18,2018-01-19,1610,1.1453842413714544e-34,2018-04-20,1610,0.9304873961620743,1293.3200073242188
239,2018-01-18,2018-01-19,1655,1.5489852715672772e-43,2018-04-20,1655,0.43179375627501987,1293.3200073242188
240,2018-01-19,2018-01-19,800,494.64341508114165,2018-04-20,800,498.63312876749956,1294.5799255371094
241,2018-01-19,2018-01-19,845,449.64698636799346,2018-04-20,845,453.8613133229104,1294.5799255371094
242,2018-01-19,2018-01-19,890,404.6505576548453,2018-04-20,890,409.0911984603602,1294.5799255371094
243,2018-01-19,2018-01-19,935,359.6541289416971,2018-04-20,935,364.33232680898965,1294.5799255371094
244,2018-01-19,2018-01-19,980,314.6577002285489,2018-04-20,980,319.62764379078834,1294.5799255371094
245,2018-01-19,2018-01-19,1025,269.66127151540076,2018-04-20,1025,275.12052428056364,1294.5799255371094
246,2018-01-19,2018-01-19,1070,224.66484280225254,2018-04-20,1070,231.17578646893196,1294.5799255371094
247,2018-01-19,2018-01-19,1115,179.66841408910437,2018-04-20,1115,188.51553759233227,1294.5799255371094
248,2018-01-19,2018-01-19,1160,134.67198537595618,2018-04-20,1160,148.26562907243652,1294.5799255371094
249,2018-01-19,2018-01-19,1205,89.6755566786597,2018-04-20,1205,111.80912170230962,1294.5799255371094
250,2018-01-19,2018-01-19,1250,44.69183728077403,2018-04-20,1250,80.45083662483285,1294.5799255371094
251,2018-01-19,2018-01-19,1295,6.350153073041667,2018-04-20,1295,55.03732487907355,1294.5799255371094
252,2018-01-19,2018-01-19,1340,0.01590173159030468,2018-04-20,1340,35.72271660566992,1294.5799255371094
253,2018-01-19,2018-01-19,1385,1.2853170755878822e-07,2018-04-20,1385,21.98178237497552,1294.5799255371094
254,2018-01-19,2018-01-19,1430,3.1760908905848947e-15,2018-04-20,1430,12.828318350228711,1294.5799255371094
255,2018-01-19,2018-01-19,1475,3.472201047934029e-25,2018-04-20,1475,7.108777705425375,1294.5799255371094
256,2018-01-19,2018-01-19,1520,2.593490274806133e-37,2018-04-20,1520,3.7474362539224053,1294.5799255371094
257,2018-01-19,2018-01-19,1565,2.019325714792494e-51,2018-04-20,1565,1.8834702229772158,1294.5799255371094
258,2018-01-19,2018-01-19,1610,2.42588911822845e-67,2018-04-20,1610,0.9047814695684291,1294.5799255371094
259,2018-01-19,2018-01-19,1655,6.435382037042044e-85,2018-04-20,1655,0.41650019676927086,1294.5799255371094
